,content,id,lat,location,lon,time,user,user_id
1044,@akachela @whileonefork @MrMow I prefer it when I'm in town. Another one that is decent is Lemon Grass on Monroe mo… https://t.co/NVHP6NYGoD,971538277818826752,,Boston,,2018-03-08 00:09:10,chue_on_this,2743875223
1045,"I took this class last year—really great master’s level CDF literature program, and an incredible price. Check it o… https://t.co/MrXvZatc26",971538277554708480,,Boston,,2018-03-08 00:09:10,rbwood,18311992
1046,RT @inarliswetrust: I thought you was stuck in the seatbelt https://t.co/WsKETn8zWk,971538276120256512,,Other,,2018-03-08 00:09:09,jade_boucher0,2170981718
1047,"Not sure whether it says more about my age or my profession, but that G-Eazy &amp; Halsey song, ""Him and I,"" leaves me… https://t.co/LoIPauAKfR",971538275801313280,,Boston,,2018-03-08 00:09:09,JulieBerryBooks,22057716
1048,"WEPA!!! $12,000 reached !! This is going to be a great album, thanks 🙏🏽 for all the support to… https://t.co/Nrmgei3ByY",971538275000299520,,Boston,,2018-03-08 00:09:09,CieloMar_Ent,91055952
1049,@lesz__ Me three!!! Lmhaoo.. 👊🏼👊🏼👊🏼 wait! What belongings?? 😜😜,971538273742057472,,Boston,,2018-03-08 00:09:09,YiYi_617,2377958764
1050,RT @annathropology: I don’t know what I’m fucking doing,971538273423249408,,Other,,2018-03-08 00:09:09,ethistedklemp,457999188
1052,@RedRobyn__YUMMM @nnennahacks 😂🤣❤️🥇,971538273041633280,,Boston,,2018-03-08 00:09:09,Lilly_the_Dev,962032462162313216
1053,"@Allerdice_ @NotKembaWaIker @V4_Chinchy @CSKaay @BleacherReport I'm not talking about a subscription, but any game,… https://t.co/cZfVkuUaw0",971538269891686400,,Boston,,2018-03-08 00:09:08,danmartinezpats,793649402447589376
1054,@resetaurus you deserve your own podcast thx,971538269719744512,,Boston,,2018-03-08 00:09:08,madisonfbrooks,2732558957
1056,RT @justin_don: @courtnielamb It’s reality tv...,971538267735695360,,Other,,2018-03-08 00:09:07,TJOswald,883352928
1057,@allison1025 @BodManip @DUPONTPLUS @SteveHammActor @gigirules7 @KMFras @mfarca @noklew_ @CattMcCreary @skipbolden… https://t.co/qo2Xx4jPSg,971538266590732288,,Boston,,2018-03-08 00:09:07,Angelab0424,2774882008
1058,"RT @davidwade: ""Adopt the pace of nature: her secret is patience.""  -- Ralph Waldo Emerson

The snow will be here. Patience.... https://t.c…",971538265466687488,,Other,,2018-03-08 00:09:07,Leadership_One,497259005
1059,Or know my obsession with chippi’s😍 https://t.co/r8TjEQ6MJg,971538265114324992,,Boston,,2018-03-08 00:09:07,jessssnicole__,3114893176
106,RT @reaghanhunt: where’s the poll about how the opposite sex views 35 yr old libertarians that live in their moms basement and get unreason…,971539330320818176,,USA,,2018-03-08 00:13:21,probablyalissa,2425179577
1060,and out goes my power,971538264434802688,,Boston,,2018-03-08 00:09:07,dxzed_cxnfused,2752805127
1062,RT @TimmerFidelity: The stock market has reached a crossroads. Rising rates &amp; tightening financial conditions will likely start offsetting…,971538261523992576,,Other,,2018-03-08 00:09:06,fonfax,590329059
1063,@RedaSaid_ As of now yes.,971538260940984320,,Other Mass.,,2018-03-08 00:09:06,MayorOfMalden,571194640
1065,"I was ready to dismiss this piece. But then I found myself nodding my head. Real hard.
https://t.co/dqwYawYHQK",971538259888230400,,Somerville,,2018-03-08 00:09:06,Edu_Historian,477180952
1066,RT @BBbmarsh: @Aly_Sheehy  https://t.co/rcRgxqkjKd,971538259267477504,,USA,,2018-03-08 00:09:05,cy_guevara,340554906
1067,@repwomen @RepDonBeyer @Reflect_US @mindyfinn @LMart939 @kimberp_a @erinlooscutraro @erinvilardi @annebmoses… https://t.co/PK3GA60Lqj,971538258768416768,,Cambridge,,2018-03-08 00:09:05,bettercount_us,517666279
1068,Boston News Bus stuck in snow is no obstacle for Northeastern women’s basketball team https://t.co/Os2PPPkXMr https://t.co/7253M3VIWn,971538258566905856,,Boston,,2018-03-08 00:09:05,Boston_NC,213787415
1069,.@BostonSportsBSJ:  Celtics are lightening the load on Jayson Tatum (and it’s paying off) https://t.co/WG3naUM7qR https://t.co/kZYAjHo6dP,971538257988149248,,Boston,,2018-03-08 00:09:05,BostonSportsBSJ,870008482564632576
1072,@Elbar_forever_1  https://t.co/QgQSuueyn6,971538255433945088,,Other,,2018-03-08 00:09:05,ulariacaminero,904862235960496128
1074,Boston News Alex Cora not concerned with defining setup roles in Red Sox bullpen https://t.co/c8mIOgmFmV https://t.co/fo6wVgoZBO,971538252539678720,,Boston,,2018-03-08 00:09:04,Boston_NC,213787415
1075,".@BostonSportsBSJ:  Notebook: Kyrie Irving expects to play vs. Wolves, Marcus Smart appeals fine… https://t.co/hLDe9aYEvX",971538252292284416,,Boston,,2018-03-08 00:09:04,BostonSportsBSJ,870008482564632576
1076,@VirginAtlantic Return Oct 20,971538251411546112,,Boston,,2018-03-08 00:09:04,pacmum,43215218
1078,@GetOffMyAreola_ Lmao,971538247640809472,,Boston,,2018-03-08 00:09:03,SoloChills,202415340
1080,"Marketing Specialist/Proposal Coordinator - AECOM - Boston, MA https://t.co/jyY7B4ufZA Jobs Boston",971538247242342400,,Boston,,2018-03-08 00:09:03,JobsBoston1,2228788970
1081,Circle That Date: Coming Events In Jamaica Plain https://t.co/8IOALlYw8a,971538245560410112,,Other Mass.,,2018-03-08 00:09:02,JPPatch,151559173
1085,Era pra ter levado o livro e deixado lá q saco,971538243765391360,,Other Mass.,,2018-03-08 00:09:02,misikme,796375915
1087,Rehearsal was cancelled for tonight because of the #noreaster so that means I get to see #Xfiles live instead of wa… https://t.co/IntCoNxlry,971538239797506048,,Boston,,2018-03-08 00:09:01,GiovanniAlabiso,425978015
1090,"#MAtraffic Alert: Wareham, US-6/Rt-28- Road closed for flooding near 3003-3020 Cranberry Highway.",971538238753124352,,Boston,,2018-03-08 00:09:01,MassDOT,23595586
1091,RT @WordStream: SEO FAQ: 33 Frequently Asked Questions About SEO -- https://t.co/Hr4RwE9wVo https://t.co/taGxUksFvF,971538236815396864,,Other,,2018-03-08 00:09:00,UqbalU,816385807204450304
1092,Is blockchain a meaningless term? https://t.co/5PlnzM670w via @verge,971538235552710656,,Boston,,2018-03-08 00:09:00,BostonomiX,710176666711105536
1093,"Even more so:
F**k

Wretched. https://t.co/8H9q6trNus",971538233866715136,,Cambridge,,2018-03-08 00:08:59,TomLevenson,38762773
1094,@CoolStoryWill Maybe if you stopped asking research questions and started charging your phone more often you would be where you are now LMAO,971538233380233216,,Boston,,2018-03-08 00:08:59,unforgettable_c,254668751
1096,@RjMoffa @TitusNation @DLoesch And yet he leaves it up to perpetuate the myth.  You're both scum.,971538231178166272,,Boston,,2018-03-08 00:08:59,AndyMcElroy17,882541735070625792
1097,RT @aboogss: Amen https://t.co/oUXmPVyckt,971538231169814528,,Other,,2018-03-08 00:08:59,Godzilla_ace,389139860
1098,LIVE NOW! HUNT SHOWDOWN SOLO ON TWITCH: https://t.co/0ENZVOon1H via @YouTube,971538230976925696,,Boston,,2018-03-08 00:08:59,ShawnReardon,134473775
1099,Go @sarahgroh! So proud to see our colleague moderate a great #SxSWEDU panel on trauma-informed policy w/ these lea… https://t.co/eTBMZOoK5r,971538230821752832,,Boston,,2018-03-08 00:08:59,newprofit,23592643
11,RT @Harvard_Law: How generations of Harvard professors and their students shaped American law and legal education https://t.co/cfunxYYQjd,971539429566435328,,Other,,2018-03-08 00:13:44,Notuje,928236556577538048
1100,VeryPDF PDF to Word by Lingwen Global now FREE on the App Store. Download via https://t.co/PmUZodX6Ne,971538230200938496,,Boston,,2018-03-08 00:08:59,HelleNico,17856158
1102,"@MBTA @IDBldg great! thank you, submitted thru the form",971538228879773696,,Boston,,2018-03-08 00:08:58,liuliuliu,988221
1103,"@ChuckNASCAR this needs to be done., https://t.co/7erhLycT3L",971538228523229184,,Boston,,2018-03-08 00:08:58,DennisWayne79,398129705
1108,RT @CousinStizz: Happy I'm not like y'all,971538221329891328,,Other,,2018-03-08 00:08:56,DoubleDuzIt,278103912
1109,"They say absence makes the heart grow fonder. I'm not sure if that only applies to people, but I really miss Yamato… https://t.co/QrnibPfa3x",971538219778105344,,Boston,,2018-03-08 00:08:56,SamaherOs,1960124216
111,@ALKuzmich_1031 ❤️,971539326302552064,,Boston,,2018-03-08 00:13:20,JosieGL,18656586
1110,@AhronZombi @BhadBhabie How ?,971538219467792384,,Boston,,2018-03-08 00:08:56,brittfuhyobih,153917568
1111,@XoElaineMarie Lmfaoooooo I kid I kid😂😂 Ofcourse I love you damn❤️,971538218230403072,,Other,,2018-03-08 00:08:56,dignarys_rod6,383510327
1112,https://t.co/NZQw4D4E1U https://t.co/GPthhdz2Ze,971538217219641344,,Boston,,2018-03-08 00:08:55,Proportioned,124221191
1113,@DopeAssBlasian_ Damn when from sugar to shit REAL fast,971538216078708736,,Boston,,2018-03-08 00:08:55,CoolStoryHollis,190562759
1114,7 years ago another up and coming artist left us too soon. DUKATI GANG FOREVER! @SmokeBulga @ROCDUKATI #DukatiGang… https://t.co/NjPu0H64mu,971538214287826944,,Boston,,2018-03-08 00:08:55,c_dubs87,827543011198398464
1115,"@JudicialWatch her action was not lawless, the ban was.",971538213079744512,,Boston,,2018-03-08 00:08:54,igotnothin3,377117886
1116,RT @OnlyInBOS: Boston from the International Space Station. https://t.co/M2O56q6fo6,971538211670581248,,Boston,,2018-03-08 00:08:54,megggmurph,419882886
1117,@TeaHacic I suppose Elliott Smith ass indie and emo aren’t technically ROCK N ROLL so you may be in the clear here,971538208164143104,,Boston,,2018-03-08 00:08:53,lukeoneil47,108338399
1118,2 people followed me // automatically checked by https://t.co/iPnCe4jv8b,971538206343811072,,Other Mass.,,2018-03-08 00:08:53,littlebuenobean,1056449905
1119,Red Flag. https://t.co/qikImUF7d6,971538206188597248,,Boston,,2018-03-08 00:08:53,MaryWCVB,295876766
112,"RT @HarvardBiz: Create a Growth Culture, Not a Performance-Obsessed One https://t.co/VznBdNA1Yr",971539324503232512,,USA,,2018-03-08 00:13:19,RavondaB,2896654662
1120,RT @TyIenn: Why do people add delayed snags ya fuckin retarded shits annoying,971538205534277632,,Other,,2018-03-08 00:08:53,GIitchd,941467106666864640
1121,Ma politics to turnt,971538205488148480,,Other,,2018-03-08 00:08:53,WhySham,71446706
1123,RT @thispugslife: Charlie and my puppy here from Boston #pugchat @theblackpug https://t.co/3rzRb6MbVX,971538204141727744,,USA,,2018-03-08 00:08:52,HamiltonPug,305381055
1124,@Capy_Nathan @Amanita_Design Couldn't be more true. Own all of their stuff and they just continue to impress every time.,971538203730759680,,Other Mass.,,2018-03-08 00:08:52,Mattybangin,42286037
1128,@VirginAtlantic October 6,971538200434036736,,Boston,,2018-03-08 00:08:51,pacmum,43215218
1129,when I was 5 and my mom told me she wasn't white just lightskin https://t.co/dvq8ghQgHs,971538198991134720,,Other,,2018-03-08 00:08:51,mal_edictorian,432064741
113,How is Donnie doing over there in Philly? #creedII @michaelb4jordan,971539324306120704,,Boston,,2018-03-08 00:13:19,MzAmyChristine,244747184
1130,"RT @thevansong: This weeks #deadbeatsradio has @zedsdead going in on some house, loved hearing @BillyKennyMusic remix of Get Low mixed in!",971538198252937216,,USA,,2018-03-08 00:08:51,hodgee318,794234118871674880
1131,RT @ValaAfshar: This state in India is using #blockchain for government business - protecting digital transactions and preventing fraud. 🇮🇳…,971538197837701120,,Other,,2018-03-08 00:08:51,temidsho,91077345
1132,J cole revenge of the dreamers still fire 🔥🔥🔥🔥🔥,971538197221199872,,Boston,,2018-03-08 00:08:51,tonesthomas,284785855
1133,@FranktheTankpod @NjTank99 @MichaelRapaport @SInow @barstoolsports @SWiz27,971538194209624064,,Boston,,2018-03-08 00:08:50,jge18_,352548083
1134,@xoCocoRi Speak up sis so the congregation can hear you! All of my relationships have ended due to this. I'm too ch… https://t.co/Xw7T9JlDVu,971538190409625600,,Boston,,2018-03-08 00:08:49,smileyadventure,3297900315
1135,RT @dsallentess: My take on getting ready to convert voice into influence: Opinion | Ten questions for the Parkland kids https://t.co/6NgH2…,971538190346539008,,USA,,2018-03-08 00:08:49,robreich,36434049
1136,RT @hereandnow: The payments don’t necessarily mean the information in the medical textbook is tainted. “There isn’t a bright line that con…,971538189138759680,,Other,,2018-03-08 00:08:49,librariesval,711710800977604608
1137,@HirenBip YOU ARE LOVED,971538188417331200,,Other,,2018-03-08 00:08:49,cinthya_mancia,1586076601
1139,"RT @MFOLBoston: Help ensure #MarchForOurLivesBoston can afford sound systems, stages, accessibility, toilets, etc by purchasing a fundraisi…",971538186731008000,,Other,,2018-03-08 00:08:48,alivefood,2235157022
114,"RT @RyanNipp: Patients with #cancer experience multiple symptoms, often in the immediate postdiagnosis period, which underscores the need t…",971539320619261952,,Other,,2018-03-08 00:13:19,AliBliPCdoc,774094930356559872
1140,Bruins fans or 12 year old girls? Who knows,971538186286616576,,Other,,2018-03-08 00:08:48,KennyDelorey,842175672
1143,"Jess really got me lit right now ,",971538184957022208,,Boston,,2018-03-08 00:08:48,JVaNi21,431134699
1146,@Elbar_forever_1  https://t.co/qCVsR2ESC8,971538181207322624,,Other,,2018-03-08 00:08:47,ulariacaminero,904862235960496128
1147,@NFLNewshound  https://t.co/x9DLRIhM86,971538179659649024,,Boston,,2018-03-08 00:08:46,SBuchanan24,436951194
115,RT @LiaLabowe: When you see reviews on your wrestling page and smile. Want to wrestle? Email me...Lialabowe@gmail.com #womenthatwresle #dom…,971539319826604032,,USA,,2018-03-08 00:13:18,sybilstarr,32888108
1151,same https://t.co/WhYhxDHBV5,971538177902161920,,Cambridge,,2018-03-08 00:08:46,KingDextina,1541029477
1152,"digging through the piles of notebooks, embroidery thread, various writing utensils, assorted half-finished project… https://t.co/d1zFyQhaZz",971538177600172032,,Somerville,,2018-03-08 00:08:46,mildmayfoxe,328209144
1153,RT @ImperatorTruth: This is my appeal to #YouTube for being purged. #YouTubePurge @TeamYouTube @YTCreators You have no legitimate reason fo…,971538176933117952,,Other,,2018-03-08 00:08:46,CovfefeRoaring,2208361004
1154,"RT @RedSox: Split squad #RedSox fall to Twins. 

🔗: https://t.co/8VNmvLllRP https://t.co/G0bUqfpoyc",971538176882987008,,USA,,2018-03-08 00:08:46,SadlikTony,966628959948558336
1158,@Reyathae just got the email a few minutes ago,971538173791817728,,Boston,,2018-03-08 00:08:45,UFOtekkie,1161200359
116,new blog post about coffeeeeeeee: https://t.co/LRnhZh0UDL,971539319499444224,,Boston,,2018-03-08 00:13:18,kimlw,17979024
1160,RT @marc_vinicius7: hey folks.. what did i say? NO FRICKIN SCHOOL MY DUDES https://t.co/GpV3vHLEle,971538168599207936,,Other,,2018-03-08 00:08:44,jesscarvalho48,4099794076
1161,@3hunnathot miss u too,971538163931009024,,Cambridge,,2018-03-08 00:08:43,ryannetateee,70533492
1163,"@bschaeffer12 bill billecheck, george w bush, john f kennedy jr (GO ANDOVER!)",971538160651030528,,Boston,,2018-03-08 00:08:42,xsamanthabell,4886348904
1164,#IfIHadASuperpower i would go to #harlem and yell https://t.co/mDKaIyMDgC,971538159736705024,,Boston,,2018-03-08 00:08:42,RoxburyKid617,151534110
1165,F**k https://t.co/ck8Hl7BV88,971538159535382528,,Cambridge,,2018-03-08 00:08:42,TomLevenson,38762773
1166,"@davidhogg111 Great job, one piece of advice if you want to get things done, focus on background checks and individ… https://t.co/377CGVL7jn",971538159300435968,,Boston,,2018-03-08 00:08:42,ListenNLive,963237468861616128
1167,@Shamp_COD  https://t.co/iqCdsChdJp,971538158906167296,,Boston,,2018-03-08 00:08:42,JLove_TV,616448420
1168,Can’t get enough of Ruth Bader Ginsburg. This documentary looks amazing... https://t.co/4dH0e40Qff,971538158377631744,,Boston,,2018-03-08 00:08:41,SamanthaJPower,818282957618216960
1169,OF COURSE THE #CIPRES SCIENCE GATEWAY IS CURRENTLY NOT ACCEPTING SUBMISSIONS OF NEW TASKS! I guess this is a sign;… https://t.co/r9TfyeITwx,971538156658061312,,Cambridge,,2018-03-08 00:08:41,dhaelewa,103603877
117,2 people unfollowed me // automatically checked by https://t.co/gYFv2JRb4W,971539317058400256,,Boston,,2018-03-08 00:13:18,Chasechoder,2760781008
1170,RT @BostonFire: https://t.co/ergXLJVfjQ,971538156553195520,,Boston,,2018-03-08 00:08:41,jacejordd,76430733
1171,For everyone asking “Where’s the snow!?” When we are a few hours into the storm. https://t.co/Zi5DH8DCEP,971538150911807488,,Boston,,2018-03-08 00:08:40,TheNamesKyle,282418152
1172,I always feel so much better after I get my nails done,971538150538514432,,Boston,,2018-03-08 00:08:40,20bmg08,22524982
1175,I want to be Adam Siegel when I grow up. Builder behind 125 Brookline in Cambridge. 6 modern… https://t.co/UGZ06xextl,971538148407816192,-71.1106,Boston,42.3737,2018-03-08 00:08:39,slavamenn,101331145
1178,@EchoEchoCharlie Hi and thanks for reaching out to us. Can you please give us the number of the bus that you are on?,971538145698250752,,Boston,,2018-03-08 00:08:38,MBTA,150334831
118,RT @blemur: When someone is mean to me on twitter https://t.co/dl8mFwyDuU,971539316727009280,,USA,,2018-03-08 00:13:18,MSharkess,2847364337
1180,"At a forum event, and I think Atul Gawande just mixed up Perry Como and Andrew Cuomo, which is pretty great. (He caught himself.)",971538143013953536,,Cambridge,,2018-03-08 00:08:38,dbnelson,15330553
1181,@findingfletcher THE WEEK IS ALMOST OVER CMON,971538142967844864,,Boston,,2018-03-08 00:08:38,datassjauregui,161702199
1182,#Web #website #webdesign #webdevelopment #seo #marketing #digital #digitalmarketing #social #socialmedia… https://t.co/0KA0Swnw8Q,971538139889184768,,Boston,,2018-03-08 00:08:37,XtremeDev,18247525
1183,"6 years ago yesterday... a #NoTarSands vigil on Copley Square... Sometimes I think we have come so far, and... https://t.co/C07lpc9Xjo",971538139675332608,,Boston,,2018-03-08 00:08:37,MarlaMarcum,30882061
1184,RT @UMassBoston: UMass Boston Alert--Weather emergency. Early closing. The university will close at 1 p.m. today.  All subsequent activitie…,971538137167093760,,Boston,,2018-03-08 00:08:36,JoAnnDwyer5,4819292505
1185,@americanbeetles It is admirably round,971538136529625088,,Boston,,2018-03-08 00:08:36,Rattify,43395174
1186,"Dying for the hot weather 😩.
CARRAJO 🤬!",971538136445669376,,Boston,,2018-03-08 00:08:36,lindaxo_,916812409960050688
1187,Meyer Lemon Sprinkle is the cone of the day today at @buttermilkbourbon #food #eats #hungry #foodporn #foodie … https://t.co/pEqxx5QtWA,971538135736815616,,Boston,,2018-03-08 00:08:36,chefjasonsantos,41177553
1188,"RT @TheFoofinator: This dude on the train in a super tough guy voice 
""He keeps saying I'm his boy, I'm his boy....but really [softly] I'm…",971538135522971648,,Other,,2018-03-08 00:08:36,HaleyVFerro,433090769
119,Recommend to me other trans girl streamers to follow on twitch and twitter please!!,971539313988194304,,Boston,,2018-03-08 00:13:17,Flea,18978155
1192,@kylegriffin1 Has Mueller hauled in John Kelly for a wringing session?,971538133597769728,,Cambridge,,2018-03-08 00:08:36,bullshitbeware,794048570404077568
1193,"@AndyM84 @jsboehm @tehWong That one probably won't be full of ice, so that's a plus",971538132763062272,,Other Mass.,,2018-03-08 00:08:35,lorita,14122413
1194,@extiled @JakeFromOregon im scREAMING,971538132448497664,,Boston,,2018-03-08 00:08:35,jennaryan023,490530727
1195,@KassAttakk Let em KNOW boo. If they can’t hang there’s the door,971538127943806976,,Boston,,2018-03-08 00:08:34,Ramseeeyy,79815930
1196,"The Rays are screwed. They need young arms, especially talented ones, just to operate a functional team, never mind… https://t.co/0vzNAZn01P",971538127256018944,,Boston,,2018-03-08 00:08:34,CJMitch73,703659396
1197,Wish I was one of them! https://t.co/4QNTdusMTD,971538126266040320,,Other Mass.,,2018-03-08 00:08:34,beantownkate,57314348
1198,Eu fico impressionado com a quantidade de comida que eu consigo comer,971538124965908480,,Boston,,2018-03-08 00:08:33,umapirueta,2730476238
1199,https://t.co/SPXU2G3w9u,971538123548184576,,Somerville,,2018-03-08 00:08:33,LeahCSPhoto,2765026934
12,RT @cheIbum: @hiyubins So I can get a message at 3am sayin you want him to sneeze in your mouth? PASS,971539428077441024,,Other,,2018-03-08 00:13:44,hiyubins,912553136434417664
120,"@NetBrainTechies  is looking for a Sales Manager, Renewals/Advanced Services who wants to make an impact with a ... https://t.co/ClS673KMAF",971539313514172416,,Boston,,2018-03-08 00:13:17,mattliptak,18809599
1200,“Did he just hit another lick? DAMN”,971538118884184064,,Boston,,2018-03-08 00:08:32,General_Gordo1,261922698
1203,"The NYTimes: We value diversity of opinion

Bari Weiss: Here are some debunked tweets from fake Antifa accounts",971538111418306560,,Boston,,2018-03-08 00:08:30,craftjoshua,29351511
1204,Grind harder and sleep less,971538110696869888,,Boston,,2018-03-08 00:08:30,SimoreBands,965773423774437376
1205,RT @AdamHimmelsbach: Celtics 3-point contest  https://t.co/VH0BBHlCtG,971538110281666560,,Other Mass.,,2018-03-08 00:08:30,B_money92,324997904
1206,In many ways it's a lot more like modern conflicts. It had a huge emphasis on small unit tactics.,971538109727993856,,Boston,,2018-03-08 00:08:30,Handsome_Jake_,372576948
1207,"#Greece🇬🇷 #lovelyladies #friendsforlife❤️ @ Museum of Fine Arts, Boston https://t.co/9cxxtuiaYj",971538109639913472,-71.09452,Other,42.3393,2018-03-08 00:08:30,Debp103,47508375
1208,"RT @ImperatorTruth: Basically we don't have to self censor on YouTube, we just can't leave our videos up for more than 12 hours. You can ba…",971538107937034240,,Other,,2018-03-08 00:08:29,shirleymears83,1606403029
1209,RT @davidfilipov: The Gerasimov Doctrine finally tears itself away from the Sam Nunberg debacle long enough to read @MarkGaleotti's latest…,971538105818853376,,Other,,2018-03-08 00:08:29,scrawnya,242375165
